"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time","Credit Card Number"
,,0:00,0:00,Mastercard,50.00,"'2024-07-02 10:23:11",xxxxxxxxxxxx4444
,,0:00,0:00,Mastercard,100.00,"'2024-07-02 10:04:19",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,200.00,"'2024-07-02 10:01:26",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,100.00,"'2024-07-02 03:56:59",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,64.00,"'2024-07-02 03:42:02",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,875.00,"'2024-07-02 02:31:19",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,64.00,"'2024-07-02 01:19:49",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,50.00,"'2024-07-02 01:08:49",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,50.00,"'2024-07-02 00:59:32",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,200.00,"'2024-07-02 00:57:18",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,240.00,"'2024-07-02 00:54:54",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,64.00,"'2024-07-01 22:58:39",xxxxxxxxxxxx3304
,,0:00,0:00,Mastercard,64.00,"'2024-07-01 22:24:27",xxxxxxxxxxxx3304
,
"Total Payment:","HKD $ 2121"
Transactions:,13,record(s)
